Column0,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,WeightedSum
0.7124,0.2083,0.5073,0.839,0.62,0.4036,0.06433,0.5796,0.09705,0.7554,20.25
0.1855,0.5923,0.1421,0.0133,0.616,0.0965,0.2427,0.05566,0.996,0.2284,15.734
0.624,0.08356,0.771,0.781,0.198,0.911,0.538,0.793,0.3481,0.7505,27.64
0.809,0.3142,0.4194,0.001902,0.2793,0.6006,0.9478,0.4343,0.7183,0.3857,23.22
0.0136,0.778,0.0837,0.5815,0.2037,0.9004,0.6626,0.829,0.927,0.6333,30.9
0.9336,0.462,0.719,0.6533,0.4912,0.1642,0.6504,0.349,0.4038,0.7993,23.42
0.5786,0.3542,0.4573,0.807,0.5166,0.3774,0.2336,0.809,0.4277,0.676,24.22
0.5063,0.926,0.1289,0.3252,0.7427,0.467,0.04803,0.958,0.7407,0.468,24.6
0.726,0.893,0.5864,0.9487,0.866,0.6377,0.8774,0.2374,0.4314,0.7827,28.98
0.9614,0.6323,0.518,0.2318,0.1162,0.357,0.8433,0.5347,0.2195,0.603,20.6
0.8916,0.3418,0.2413,0.7266,0.2242,0.826,0.1705,0.804,0.03084,0.666,20.92
0.968,0.676,0.695,0.04837,0.646,0.366,0.2656,0.419,0.9756,0.551,23.9
0.8125,0.8833,0.713,0.5127,0.6553,0.2301,0.7695,0.956,0.399,0.2925,24.75
0.9253,0.3333,0.2468,0.5815,0.7124,0.1238,0.2778,0.2008,0.658,0.4302,18.25
0.378,0.009384,0.2395,0.8525,0.717,0.7544,0.447,0.3079,0.01987,0.3357,17.7
0.828,0.8115,0.327,0.157,0.3662,0.3762,0.9673,0.9917,0.7236,0.7363,30.44
0.934,0.2181,0.3345,0.7524,0.5474,0.943,0.11383,0.718,0.4756,0.4756,23.84
0.5977,0.4963,0.0951,0.1047,0.3818,0.821,0.9077,0.7935,0.843,0.1564,25.78
0.604,0.4229,0.219,0.4727,0.899,0.742,0.4297,0.4749,0.2396,0.2238,19.42
0.7925,0.5234,0.12244,0.1148,0.708,0.4294,0.2095,0.642,0.9,0.7524,25.81
0.89,0.6255,0.10046,1.0,0.1917,0.603,0.3523,0.8975,0.6035,0.4595,24.97
0.2109,0.7783,0.8726,0.9927,0.5786,0.3894,0.4856,0.6177,0.314,0.1826,21.16
0.2166,0.2822,0.8086,0.9697,0.533,0.973,0.1593,0.4563,0.577,0.7393,27.23
0.536,0.4119,0.837,0.595,0.8066,0.2866,0.9233,0.4624,0.03018,0.791,24.67
0.9634,0.0961,0.57,0.4885,0.647,0.213,0.739,0.6353,0.536,0.5527,24.5
0.8135,0.7915,0.184,0.09106,0.7534,0.596,0.729,0.3628,0.3652,0.631,22.94
0.663,0.701,0.5713,0.718,0.593,0.539,0.844,0.4468,0.3557,0.538,24.94
0.6064,0.659,0.962,0.7007,0.6533,0.3557,0.1885,0.475,0.9126,0.03497,21.16
0.6494,0.2808,0.476,0.557,0.752,0.5083,0.6587,0.3623,0.501,0.3535,22.12
0.8047,0.767,0.5244,0.4915,0.758,0.6714,0.5005,0.3882,0.767,0.00646,21.6
0.5283,0.5977,0.3997,0.52,0.89,0.2922,0.4001,0.7017,0.3037,0.1278,18.88
0.1069,0.1309,0.1766,0.632,0.9946,0.76,0.2876,0.1848,0.3,0.2664,17.97
0.9214,0.4033,0.3032,0.2239,0.7974,0.6724,0.04663,0.8257,0.757,0.2817,22.88
0.6064,0.2876,0.2075,0.6343,0.3118,0.9404,0.414,0.06744,0.7373,0.581,22.64
0.3186,0.68,0.451,0.9355,0.297,0.2927,0.35,0.3254,0.9146,0.05438,19.22
0.8438,0.4016,0.3835,0.8374,0.438,0.9624,0.768,0.1788,0.9194,0.7744,30.44
0.52,0.9453,0.2074,0.5376,0.509,0.2074,0.544,0.04214,0.416,0.7886,20.03
0.1481,0.2349,0.158,0.4028,0.1324,0.3152,0.4658,0.0831,0.13,0.2866,10.86
0.684,0.07886,0.985,0.369,0.782,0.401,0.5645,0.677,0.2578,0.443,22.47
0.9995,0.516,0.015396,0.6455,0.3486,0.695,0.4893,0.4888,0.942,0.6465,27.06
0.2343,0.818,0.3489,0.9243,0.895,0.3127,0.3306,0.2566,0.12335,0.9307,22.58
0.1504,0.579,0.9385,0.685,0.9644,0.981,0.93,0.1802,0.3252,0.889,30.72
0.62,0.255,0.3206,0.956,0.378,0.10675,0.87,0.9365,0.601,0.3687,25.72
0.5586,0.427,0.589,0.9185,0.8496,0.4758,0.7095,0.851,0.5107,0.674,30.5
0.1985,0.6494,0.1699,0.01822,0.2593,0.494,0.816,0.8447,0.323,0.2363,20.06
0.5864,0.6216,0.2637,0.0822,0.3076,0.644,0.9556,0.504,0.2583,0.152,18.55
0.879,0.7324,0.319,0.3677,0.947,0.2013,0.1816,0.4473,0.866,0.2556,20.72
0.337,0.1028,0.9756,0.2402,0.00922,0.1373,0.61,0.575,0.10077,0.5645,17.06
0.507,0.305,0.4155,0.3975,0.913,0.1382,0.89,0.43,0.2898,0.08923,18.14
0.4014,0.8916,6.58e-05,0.999,0.808,0.5977,0.05658,0.2898,0.2478,0.3945,18.02
0.0824,0.602,0.6587,0.12177,0.316,0.882,0.1903,0.5117,0.876,0.1509,21.05
0.1422,0.5127,0.5166,0.3835,0.693,0.422,0.304,0.9624,0.9717,0.5186,28.58
0.8096,0.735,0.3652,0.7427,0.5854,0.2898,0.4458,0.7397,0.6997,0.2954,23.6
0.616,0.42,0.771,0.867,0.927,0.4934,0.4343,0.434,0.881,0.824,30.84
0.0296,0.967,0.577,0.1106,0.6416,0.5947,0.4277,0.537,0.5117,0.07294,19.06
0.247,0.5654,0.4702,0.7505,0.6846,0.283,0.03128,0.2417,0.313,0.3855,15.766
0.1445,0.437,0.634,0.583,0.646,0.405,0.393,0.503,0.2189,0.196,17.45
0.3628,0.09186,0.03397,0.901,0.3748,0.911,0.3157,0.7285,0.1808,0.76,24.19
0.8257,0.415,0.879,0.9546,0.2825,0.635,0.02702,0.715,0.232,0.5913,21.69
0.3884,0.888,0.2253,0.9697,0.1189,0.8716,0.4783,0.864,0.947,0.2035,27.4
0.8574,0.8403,0.56,0.943,0.4138,0.8145,0.2412,0.0604,0.9575,0.0986,20.94
0.8555,0.408,0.6143,0.3398,0.561,0.9805,0.7534,0.2512,0.06137,0.5894,21.88
0.4907,0.85,0.7134,0.4578,0.9033,0.4595,0.8276,0.507,0.505,0.9404,30.58
0.0957,0.3777,0.774,0.2214,0.586,0.3843,0.3801,0.8125,0.9033,0.03244,22.34
0.31,0.6777,0.916,0.1389,0.8413,0.2104,0.7227,0.02301,0.9717,0.3162,22.45
0.1293,0.332,0.9116,0.787,0.0647,0.0729,0.078,0.217,0.8706,0.06885,14.71
0.319,0.2194,0.0842,0.9214,0.279,0.8564,0.9116,0.5815,0.413,0.376,24.78
0.4563,0.5005,0.00083,0.0435,0.6616,0.8096,0.2676,0.831,0.07605,0.9536,23.94
0.652,0.9185,0.4475,0.0297,0.1355,0.5454,0.2367,0.3445,0.1381,0.1761,11.695
0.0985,0.748,0.4187,0.545,0.9375,0.3813,0.5425,0.4124,0.5845,0.9707,28.44
0.4407,0.1215,0.2769,0.738,0.654,0.1128,0.8765,0.9526,0.9883,0.8022,33.12
0.633,0.1737,0.2466,0.308,0.8687,0.0482,0.129,0.2474,0.727,0.2195,15.6
0.3171,0.8633,0.6255,0.493,0.0006666,0.3245,0.11615,0.461,0.4204,0.2798,15.02
0.3389,0.93,0.5645,0.82,0.293,0.4663,0.4316,0.593,0.4119,0.9194,26.33
0.5654,0.525,0.4585,0.569,0.971,0.4255,0.683,0.4468,0.5864,0.9487,29.61
0.4873,0.10034,0.186,0.4177,0.654,0.7935,0.0654,0.844,0.01151,0.0685,15.32
0.8096,0.2886,0.9917,0.87,0.824,0.8823,0.4456,0.657,0.548,0.899,32.34
0.04187,0.2798,0.8887,0.716,0.924,0.3723,0.904,0.3958,0.401,0.3296,24.12
0.2031,0.7544,0.421,0.3286,0.003328,0.5493,0.2502,0.5864,0.3022,0.2505,15.62
0.1569,0.178,0.877,0.7046,0.4846,0.7896,0.593,0.589,0.08453,0.3452,21.39
0.00218,0.2213,0.04697,0.1719,0.2435,0.639,0.2328,0.123,0.574,0.1436,13.14
0.9614,0.3398,0.1571,0.1771,0.0386,0.4934,0.468,0.889,0.354,0.1633,17.14
0.08673,0.9414,0.096,0.3308,0.701,0.1514,0.873,0.433,0.8677,0.2915,23.52
0.742,0.912,0.262,0.2373,0.4434,0.8,0.5913,0.8633,0.2124,0.1877,20.9
0.72,0.806,0.4868,0.564,0.0965,0.761,0.639,0.317,0.447,0.9062,25.45
0.8125,0.3428,0.4763,0.9375,0.5386,0.6763,0.3032,0.7446,0.325,0.362,22.53
0.7056,0.7383,0.4312,0.01332,0.3882,0.2408,0.08307,0.657,0.05933,0.2847,12.53
0.5903,0.4573,0.3633,0.582,0.7593,0.799,0.834,0.3062,0.1903,0.3093,21.42
0.2338,0.9287,0.7725,0.7617,0.2888,0.4907,0.5693,0.933,0.9478,0.8003,33.1
0.05997,0.2727,0.856,0.8477,0.8276,0.4822,0.3904,0.8564,0.4575,0.547,27.17
0.2451,0.03069,0.3704,0.8687,0.6465,0.925,0.4475,0.82,0.505,0.785,30.11
0.5635,0.6304,0.1749,0.4844,0.01399,0.925,0.7827,0.768,0.796,0.9326,31.95
0.07416,0.5474,0.782,0.5454,0.1891,0.2472,0.9883,0.63,0.6665,0.0806,22.14
0.7173,0.5083,0.7505,0.1279,0.8003,0.8584,0.4248,0.01929,0.789,0.547,23.8
0.555,0.3623,0.716,0.9155,0.4905,0.4568,0.3296,0.826,0.953,0.934,32.6
0.5483,0.3,0.8867,0.3264,0.0369,0.2751,0.4907,0.01604,0.5625,0.0673,12.74
0.04764,0.897,0.751,0.7754,0.2996,0.976,0.503,0.8384,0.641,0.01756,24.98
0.677,0.653,0.29,0.884,0.7427,0.8496,0.859,0.3572,0.6606,0.8003,31.25
0.4375,0.682,0.414,0.5747,0.321,0.8237,0.1545,0.497,0.3438,0.1315,16.98
0.928,0.07306,0.934,0.813,0.568,0.4812,0.2043,0.4038,0.901,0.623,25.92
0.53,0.0797,0.0374,0.2788,0.589,0.4165,0.0167,0.445,0.204,0.43,14.15
0.1604,0.2534,0.776,0.5303,0.955,0.7817,0.612,0.901,0.146,0.3188,25.14
0.343,0.1665,0.57,0.766,0.2407,0.729,0.02362,0.0944,0.4668,0.19,14.46
0.1287,0.5264,0.89,0.906,0.736,0.2297,0.4648,0.1653,0.2012,0.3853,18.14
0.72,0.7837,0.766,0.768,0.3708,0.3225,0.7837,0.682,0.744,0.3313,26.12
0.8374,0.2566,0.695,0.4658,0.6436,0.8105,0.3457,0.475,0.2625,0.0818,17.9
0.3513,0.565,0.671,0.657,0.1103,0.74,0.586,0.5024,0.863,0.8486,29.6
0.0942,0.595,0.4402,0.904,0.7866,0.7207,0.5493,0.2471,0.549,0.3455,23.47
0.3354,0.2969,0.6367,0.9507,0.4065,0.02309,0.7734,0.11005,0.2708,0.2952,16.39
0.957,0.05057,0.1897,0.7246,0.3718,0.157,0.4893,0.09875,0.0639,0.2339,11.12
0.841,0.9766,0.604,0.4597,0.8755,0.658,0.8003,0.8135,0.752,0.04196,27.25
0.002375,0.5933,0.872,0.4172,0.9146,0.7876,0.338,0.3015,0.982,0.1991,24.97
0.169,0.6084,0.3625,0.738,0.8286,0.6523,0.1265,0.683,0.3606,0.04465,18.95
0.6094,0.6396,0.2712,0.4019,0.971,0.0996,0.12427,0.796,0.948,0.2002,22.47
0.6113,0.1664,0.1512,0.819,0.357,0.601,0.918,0.9575,0.1256,0.3123,23.39
0.5557,0.7363,0.725,0.4414,0.2625,0.359,0.3176,0.01392,0.554,0.6533,18.67
0.733,0.3228,0.581,0.1422,0.924,0.3293,0.2354,0.8203,0.7534,0.9624,29.1
0.4631,0.8423,0.731,0.2174,0.3184,0.2827,0.6387,0.01825,0.317,0.2043,13.98
0.438,0.0826,0.1819,0.3064,0.2493,0.29,0.411,0.4548,0.4578,0.3008,15.83
0.8984,0.391,0.626,0.265,0.5317,0.995,0.1365,0.678,0.549,0.4644,23.67
0.7153,0.527,0.5166,0.3184,0.836,0.693,0.264,0.809,0.12213,0.867,25.36
0.1475,0.894,0.3442,0.64,0.3892,0.365,0.2229,0.7017,0.34,0.705,22.2
0.1175,0.3943,0.03342,0.4578,0.714,0.7896,0.6533,0.221,0.2112,0.02907,16.06
0.556,0.10175,0.675,0.1456,0.978,0.2349,0.782,0.2822,0.8867,0.0909,21.56
0.662,0.4182,0.918,0.507,0.4827,0.922,0.9795,0.7295,0.05658,0.862,29.5
0.805,0.439,0.1852,0.2004,0.746,0.904,0.1364,0.6587,0.777,0.3298,23.53
0.454,0.5117,0.3262,0.09674,0.766,0.7295,0.997,0.6567,0.6396,0.505,28.4
0.9316,0.08344,0.567,0.2922,0.2607,0.766,0.3918,0.6787,0.04507,0.6177,19.98
0.6333,0.6943,0.2527,0.864,0.535,0.4065,0.2367,0.8745,0.377,0.0892,19.33
0.837,0.5825,0.9087,0.4014,0.922,0.69,0.3997,0.632,0.135,0.6587,24.56
0.1954,0.2878,0.6567,0.2245,0.1091,0.757,0.7627,0.3093,0.2181,0.11426,16.02
0.985,0.1552,0.1754,0.7534,0.5254,0.2712,0.625,0.88,0.3638,0.664,25.02
0.006123,0.3718,0.0987,0.8765,0.2993,0.1802,0.0358,0.3457,0.1252,0.2903,11.55
0.0824,0.4258,0.329,0.3276,0.3064,0.987,0.577,0.615,0.9995,0.6523,29.86
0.0958,0.925,0.08905,0.2373,0.2341,0.459,0.1713,0.1924,0.1609,0.3093,11.49
0.3691,0.785,0.994,0.284,0.8213,0.03265,0.1802,0.1938,0.9595,0.491,21.61
0.753,0.481,0.895,0.748,0.04227,0.5474,0.8247,0.1549,0.98,0.3328,24.28
0.7744,0.4785,0.08984,0.09204,0.5024,0.6943,0.5786,0.829,0.737,0.5312,26.36
0.755,0.8774,0.6436,0.6797,0.9604,0.787,0.948,0.955,0.666,0.1602,31.12
0.6924,0.01822,0.1858,0.2883,0.505,0.965,0.4329,0.5615,0.2448,0.0229,16.8
0.6255,0.6035,0.454,0.0107,0.6987,0.919,0.69,0.518,0.4465,0.09436,21.12
0.8945,0.4521,0.1687,0.0385,0.03223,0.672,0.3003,0.907,0.4612,0.378,19.64
0.1666,0.3005,0.535,0.4922,0.1895,0.2551,0.7773,0.5674,0.1842,0.3525,18.16
0.3489,0.19,0.6274,0.5596,0.447,0.1442,0.305,0.6787,0.7695,0.359,21.6
0.1505,0.9087,0.6377,0.6143,0.05356,0.5205,0.249,0.4854,0.8813,0.11633,19.83
0.8633,0.10693,0.1023,0.5825,0.02393,0.3123,0.013405,0.527,0.3328,0.066,10.74
0.0835,0.7026,0.82,0.014824,0.787,0.435,0.8975,0.2712,0.4873,0.834,26.39
0.871,0.6265,0.6504,0.9,0.9155,0.3171,0.7383,0.64,0.4604,0.4246,26.3
0.5547,0.6665,0.7324,0.9688,0.1584,0.6606,0.692,0.4055,0.5303,0.2214,22.2
0.4963,0.692,0.11414,0.4712,0.433,0.4026,0.664,0.04767,0.695,0.1227,17.06
0.3381,0.04657,0.67,0.003906,0.7007,0.1517,0.3015,0.4106,0.9663,0.662,23.33
0.2177,0.1909,0.7793,0.4204,0.5566,0.8296,0.7554,0.1531,0.704,0.3408,23.69
0.321,0.845,0.99,0.912,0.4783,0.7676,0.4382,0.3171,0.04648,0.02524,16.77
0.0791,0.714,0.1342,0.732,0.5933,0.2343,0.0734,0.4734,0.1926,0.645,17.83
0.1677,0.225,0.4543,0.0769,0.6523,0.9424,0.64,0.1667,0.9473,0.618,26.83
0.5483,0.8125,0.557,0.1683,0.802,0.823,0.283,0.503,0.03564,0.0391,15.61
0.4297,0.881,0.3948,0.365,0.2325,0.1103,0.615,0.86,0.7905,0.5127,24.89
0.539,0.334,0.9424,0.9067,0.5723,0.63,0.676,0.8267,0.2664,0.2052,24.2
0.2289,0.2358,0.2737,0.617,0.9536,0.4512,0.972,0.476,0.9155,0.485,29.56
0.8696,0.4534,0.8125,0.5796,0.0799,0.971,0.3862,0.3855,0.5947,0.3887,22.27
0.9297,0.9136,0.0897,0.09235,0.3735,0.3381,0.859,0.6133,0.449,0.315,20.42
0.6167,0.683,0.2037,0.94,0.793,0.8594,0.49,0.2634,0.4937,0.215,22.05
0.909,0.2323,0.678,0.8994,0.4358,0.0737,0.2625,0.1173,0.514,0.773,19.86
0.09235,0.47,0.3474,0.9062,0.3098,0.3022,0.65,0.05807,0.655,0.7666,23.08
0.663,0.562,0.252,0.2544,0.6543,0.202,0.958,0.1403,0.436,0.1255,16.8
0.0808,0.62,0.11176,0.6387,0.9766,0.065,0.1405,0.812,0.772,0.03937,20.05
0.09125,0.5312,0.2983,0.3452,0.6274,0.4888,0.9863,0.6284,0.936,0.6284,30.58
0.26,0.455,0.1377,0.2074,0.747,0.884,0.598,0.969,0.519,0.4744,27.56
0.608,0.1799,0.8896,0.2285,0.1946,0.827,0.5415,0.2888,0.1963,0.3975,17.98
0.3215,0.8154,0.4377,0.06247,0.9565,0.861,0.01228,0.765,0.2118,0.0712,17.78
0.06042,0.83,0.905,0.1561,0.568,0.35,0.1825,0.8955,0.5825,0.2861,21.73
0.3916,0.266,0.566,0.7896,0.389,0.998,0.3245,0.4695,0.7124,0.1023,22.17
0.3645,0.9336,0.2123,0.8945,0.9287,0.502,0.10394,0.5083,0.7603,0.07214,21.17
0.2065,0.02829,0.2208,0.3252,0.999,0.7495,0.651,0.5835,0.5493,0.76,28.4
0.4,0.3818,0.9854,0.8916,0.1132,0.8994,0.3877,0.6367,0.5205,0.2788,23.44
0.1687,0.834,0.471,0.5215,0.791,0.5347,0.907,0.5815,0.504,0.4983,27.2
0.11005,0.802,0.02861,0.5264,0.07,0.812,0.3577,0.2332,0.1172,0.698,17.78
0.3923,0.839,0.4556,0.1199,0.405,0.3286,0.8267,0.891,0.276,0.3088,21.56
0.5293,0.5356,0.2014,0.586,0.6865,0.6167,0.5283,0.29,0.3635,0.04144,17.0
0.3276,0.8784,0.172,0.267,0.137,0.883,0.3486,0.1378,0.1879,0.0165,11.695
0.03027,0.535,0.4329,0.0382,0.2345,0.493,0.6597,0.903,0.8174,0.1157,22.78
0.6836,0.5557,0.3792,0.7983,0.4216,0.04984,0.3716,0.4014,0.551,0.66,21.03
0.1744,0.573,0.594,0.0787,0.4016,0.4993,0.1664,0.7285,0.4023,0.2311,17.5
0.427,0.005783,0.4473,0.877,0.4192,0.899,0.1359,0.783,0.7695,0.826,29.6
0.05673,0.1401,0.4248,0.296,0.4785,0.5107,0.4656,0.3442,0.7163,0.374,20.64
0.582,0.015,0.3472,0.1284,0.108,0.1399,0.4924,0.6353,0.7383,0.68,21.66
0.765,0.829,0.01955,0.6733,0.3384,0.1202,0.7676,0.2656,0.02737,0.2942,14.17
0.0762,0.6187,0.07794,0.819,0.1641,0.9253,0.1906,0.8423,0.4949,0.327,22.45
0.6763,0.9453,0.002995,0.4426,0.1455,0.9995,0.3005,0.558,0.3032,0.8315,23.48
0.0971,0.7456,0.4563,0.1748,0.695,0.323,0.7295,0.4683,0.9795,0.7754,29.05
0.7266,0.1459,0.002602,0.2198,0.8433,0.2114,0.536,0.8696,0.2905,0.283,19.42
0.9897,0.926,0.9663,0.886,0.732,0.6616,0.62,0.9844,0.4434,0.506,30.47
0.7075,0.5825,0.8936,0.1343,0.2074,0.6104,0.0646,0.5083,0.3533,0.331,16.4
0.6187,0.9517,0.2937,0.5234,0.03485,0.729,0.615,0.9897,0.555,0.07416,22.62
0.1956,0.2139,0.3962,0.05493,0.1761,0.7686,0.874,0.951,0.2413,0.8105,26.84
0.3547,0.2617,0.209,0.312,0.04865,0.6875,0.749,0.9536,0.2119,0.5522,23.08
0.0932,0.966,0.467,0.409,0.05963,0.3733,0.4407,0.339,0.4817,0.2922,16.73
0.677,0.618,0.537,0.6685,0.9517,0.8105,0.163,0.786,0.3555,0.03818,21.22
0.611,0.1824,0.1476,0.1043,0.404,0.766,0.1654,0.611,0.013176,0.4922,16.05
0.385,0.9644,0.2108,0.4119,0.9507,0.3164,0.1426,0.7104,0.931,0.444,25.28
0.98,0.5615,0.968,0.5215,0.522,0.3298,0.6807,0.7705,0.4395,0.158,22.22
0.769,0.946,0.0863,0.951,0.6216,0.616,0.9917,0.486,0.0689,0.611,24.94
0.04227,0.2693,0.9717,0.6714,0.9976,0.3633,0.4944,0.1318,0.8335,0.5024,25.11
0.7036,0.0603,0.6987,0.734,0.7686,0.337,0.0503,0.193,0.535,0.8936,22.39
0.833,0.1737,0.52,0.269,0.9263,0.251,0.2396,0.3528,0.5195,0.3472,18.17
0.635,0.3804,0.04218,0.9424,0.006516,0.05176,0.2384,0.818,0.1973,0.5034,16.84
0.5034,0.5176,0.1921,0.3516,0.66,0.6074,0.853,0.2622,0.2141,0.903,24.42
0.2297,0.661,0.933,0.6665,0.254,0.3967,0.6733,0.6685,0.811,0.746,29.45
0.0682,0.2896,0.253,0.6514,0.803,0.858,0.896,0.6416,0.2452,0.7183,28.55
0.627,0.357,0.6523,0.741,0.5225,0.966,0.2437,0.1832,0.09924,0.729,20.9
0.719,0.4368,0.789,0.875,0.353,0.4045,0.574,0.7725,0.4753,0.532,25.52
0.04556,0.5537,0.8403,0.8994,0.8027,0.743,0.9873,0.3484,0.484,0.512,28.7
0.2864,0.8374,0.2433,0.668,0.7485,0.7734,0.4336,0.958,0.6914,0.652,30.89
0.1432,0.1763,0.1738,0.6143,0.6626,0.7773,0.7686,0.7725,0.7524,0.04477,25.34
0.1726,0.3345,0.4502,0.1841,0.9443,0.952,0.3044,0.432,0.676,0.865,28.38
0.834,0.638,0.8066,0.192,0.5317,0.4385,0.7285,0.4316,0.764,0.7104,27.05
0.6055,0.8096,0.2427,0.9834,0.213,0.59,0.4626,0.935,0.3545,0.01794,20.36
0.9062,0.7046,0.3806,0.85,0.05267,0.8203,0.3066,0.519,0.5894,0.6826,24.66
0.4248,0.6177,0.4563,0.4312,0.868,0.3535,0.133,0.1367,0.6323,0.618,20.44
0.7905,0.9766,0.845,0.2644,0.6475,0.318,0.05472,0.765,0.865,0.4521,24.31
0.5996,0.307,0.231,0.4824,0.2566,0.575,0.924,0.10565,0.02257,0.1458,13.89
0.778,0.6787,0.3208,0.2688,0.03357,0.784,0.3462,0.2544,0.928,0.612,22.97
0.1093,0.5884,0.5063,0.6436,0.1758,0.0641,0.742,0.363,0.634,0.403,20.25
0.6787,0.4587,0.4902,0.6646,0.5996,0.3608,0.9243,0.925,0.7627,0.1368,26.98
0.2267,0.046,0.03458,0.03061,0.3083,0.4028,0.9976,0.9824,0.6406,0.84,29.0
0.598,0.57,0.924,0.01845,0.7925,0.8564,0.8794,0.2478,0.502,0.2993,23.64
0.7974,0.9688,0.3552,0.6816,0.8228,0.3816,0.0706,0.4204,0.1895,0.853,21.48
0.749,0.318,0.4465,0.779,0.4744,0.6597,0.987,0.9277,0.664,0.8467,34.1
0.246,0.9463,0.811,0.0879,0.765,0.2499,0.805,0.2837,0.6875,0.1893,21.16
0.1277,0.2659,0.233,0.6865,0.632,0.7886,0.3975,0.0401,0.884,0.3254,21.92
0.724,0.89,0.2896,0.2812,0.1815,0.63,0.736,0.657,0.3713,0.601,23.58
0.1973,0.361,0.818,0.5293,0.0577,0.4927,0.997,0.5835,0.611,0.597,26.61
0.1231,0.9424,0.1903,0.8477,0.5884,0.3977,0.5464,0.95,0.0934,0.2112,20.78
0.10504,0.2703,0.965,0.02187,0.5083,0.503,0.6196,0.668,0.629,0.1788,21.84
0.3604,0.9717,0.774,0.4983,0.5723,0.0948,0.5566,0.05536,0.24,0.3564,15.63
0.8594,0.905,0.637,0.00286,0.76,0.3809,0.4595,0.9688,0.5103,0.492,25.17
0.2505,0.10333,0.713,0.1725,0.6025,0.0032,0.8604,0.4128,0.1364,0.8105,20.9
0.3535,0.9756,0.2434,0.969,0.702,0.55,0.6685,0.953,0.4165,0.3513,27.11
0.727,0.6055,0.3972,0.2803,0.2079,0.7217,0.4343,0.5,0.3948,0.4036,19.58
0.1843,0.01971,0.837,0.3003,0.807,0.4187,0.5312,0.949,0.4126,0.7363,27.67
0.824,0.2269,0.1919,0.8867,0.7686,0.2123,0.7847,0.3801,0.1992,0.6904,22.58
0.3547,0.03802,0.5845,0.5977,0.4526,0.6465,0.3792,0.301,0.09705,0.955,21.8
0.02933,0.1271,0.2688,0.4607,0.914,0.04416,0.607,0.4993,0.004646,0.665,19.08
0.7705,0.9263,0.689,0.9204,0.631,0.429,0.1715,0.356,0.749,0.1113,20.25
0.611,0.9697,0.8135,0.4568,0.5913,0.1492,0.931,0.602,0.04437,0.708,23.61
0.4038,0.04398,0.004185,0.2178,0.4722,0.972,0.3687,0.08466,0.0949,0.5933,16.36
0.559,0.601,0.4807,0.79,0.5293,0.1614,0.6963,0.3877,0.04016,0.7783,21.08
0.6963,0.8394,0.2194,0.11865,0.754,0.1298,0.9214,0.32,0.2257,0.218,16.83
0.3376,0.492,0.3882,0.012115,0.4932,0.9414,0.8354,0.1464,0.66,0.3857,22.78
0.666,0.4797,0.871,0.5654,0.748,0.8916,0.9146,0.513,0.8984,0.5337,32.44
0.5864,0.311,0.2136,0.6494,0.1675,0.8516,0.1342,0.328,0.8486,0.8325,25.0
0.8335,0.276,0.3833,0.2937,0.2471,0.5825,0.2145,0.59,0.9507,0.7144,25.28
0.2396,0.4736,0.2988,0.4265,0.76,0.3071,0.6514,0.616,0.5425,0.7407,26.16
0.9873,0.6636,0.2192,0.562,0.7085,0.9443,0.5024,0.3833,0.7695,0.04214,22.58
0.6797,0.3682,0.8047,0.8896,0.0622,0.0751,0.1048,0.799,0.852,0.971,27.05
0.1891,0.7695,0.9434,0.0882,0.2181,0.947,0.1643,0.082,0.7847,0.4878,20.75
0.2725,0.943,0.9653,0.6606,0.0649,0.749,0.4487,0.04608,0.2993,0.6147,19.8
0.2578,0.4995,0.6543,0.11194,0.605,0.5977,0.03918,0.3376,0.3013,0.8887,20.56
0.41,0.273,0.4734,0.538,0.753,0.8486,0.7334,0.767,0.451,0.7993,30.66
0.6167,0.1145,0.7793,0.4626,0.758,0.10284,0.65,0.321,0.2123,0.03885,14.805
0.0666,0.4495,0.583,0.4348,0.2756,0.02211,0.8423,0.7134,0.2374,0.7593,22.9
0.745,0.2054,0.2169,0.6064,0.0697,0.711,0.03345,0.506,0.8604,0.6885,23.11
0.6226,0.4883,0.377,0.605,0.8306,0.7314,0.546,0.03522,0.1384,0.526,19.4
0.09955,0.2495,0.04486,0.757,0.6113,0.601,0.3816,0.10535,0.2406,0.4097,16.7
0.2913,0.3801,0.4824,0.917,0.806,0.1033,0.2688,0.925,0.6484,0.5283,25.86
0.506,0.7725,0.3901,0.4275,0.0923,0.01173,0.729,0.9785,0.99,0.7207,28.89
0.734,0.3933,0.4463,0.6797,0.6006,0.0642,0.04755,0.2062,0.5635,0.564,17.36
0.918,0.542,0.9883,0.6523,0.845,0.1141,0.5547,0.08777,0.4077,0.546,20.55
0.07684,0.3625,0.7476,0.7104,0.7856,0.07,0.775,0.2734,0.415,0.9644,26.05
0.5444,0.4739,0.1554,0.734,0.1035,0.69,0.5127,0.4639,0.906,0.4902,24.83
0.1766,0.792,0.2344,0.83,0.6,0.7197,0.666,0.793,0.5537,0.7417,30.4
0.4167,0.58,0.9463,0.7886,0.3413,0.1138,0.9604,0.1938,0.4973,0.751,24.62
0.506,0.856,0.3875,0.1019,0.1698,0.745,0.6553,0.1206,0.841,0.8354,25.36
0.9175,0.4392,0.3403,0.3472,0.1222,0.0352,0.7573,0.49,0.2583,0.9067,21.03
